,ID,Amount,Principal overdue,Interest overdue,Loan_type
0,69901,2420254,765,716,5
1,15169,72147353,691,847,3
2,31254,48710209,763,669,5
3,79455,6898028,35,497,1
4,37846,15106575,553,471,6
5,79791,53348095,582,536,6
6,47094,32391855,459,635,4
7,41540,67088339,539,817,1
8,20260,52523767,101,154,2
9,19446,8104738,408,408,6
10,22020,14804697,783,558,3
11,98097,72302515,268,583,5
12,12767,88843095,168,622,3
13,48524,2598999,549,389,1
14,87483,59744636,971,544,6
15,19585,89361509,825,94,6
16,17022,41096597,705,294,5
17,31499,90650804,357,733,3
18,23810,64422031,717,908,6
19,15008,5374415,783,864,1
20,79126,32426042,100,778,2
21,26617,46409981,416,919,3
22,78169,91458240,881,515,2
23,35568,62277925,440,820,5
24,22157,64913380,3,929,4
25,52483,10051512,304,321,1
26,95767,11712517,744,712,3
27,97092,28163953,715,749,6
28,49075,71143651,150,537,4
29,68823,9136488,579,336,1
30,17806,3690367,508,618,2
31,80000,62834151,614,240,5
32,56216,43331267,954,409,4
33,94907,91275319,459,500,4
34,58086,28185472,335,147,3
35,13110,29560171,936,426,4
36,38529,44810429,605,336,4
37,88002,32085205,734,230,1
38,39802,44523828,53,617,3
39,70212,29340095,247,367,4
40,61992,89688874,767,12,5
41,32854,35824583,742,123,1
42,81352,27930080,512,852,2
43,88003,79732025,252,705,5
44,96814,73186605,530,469,3
45,47287,27902820,278,729,5
46,48919,91826103,955,539,2
47,69574,25291763,864,479,4
48,38659,27937896,902,500,4
49,53914,33263097,62,66,3
50,61953,69083319,298,565,3
51,51618,22094600,930,191,3
52,90894,15402153,871,425,1
53,26896,6562259,448,832,1
54,84251,70354870,640,854,6
55,15428,30865994,16,202,2
56,15379,53773880,504,675,2
57,49420,77089316,928,401,1
58,33482,17734434,636,837,6
59,19318,44877839,580,365,5
60,77295,56061762,403,240,1
61,42706,15758046,193,981,2
62,31653,45802828,64,149,6
63,23945,42819605,790,937,6
64,76909,31283084,761,541,4
65,74802,74027305,888,843,1
66,22153,81030289,970,429,6
67,81195,12037953,912,405,3
68,65817,68967722,736,602,5
69,20271,45619595,690,719,3
70,94882,73129752,977,336,6
71,91323,2388296,842,875,2
72,64810,8117069,676,428,3
73,54658,15140971,235,175,4
74,82788,25700922,186,237,4
75,83806,65736183,518,387,1
76,16211,50263729,447,904,3
77,95410,85661497,621,391,5
78,43590,71227910,432,734,5
79,88613,19933115,158,905,2
80,12081,18440934,973,467,3
81,79383,23261727,961,971,4
82,82798,26676531,771,515,2
83,50083,82132962,262,599,4
84,57818,16006972,367,823,3
85,23847,93329560,21,429,1
86,62834,37764688,979,521,6
87,91603,20744564,440,102,5
88,95692,48369933,486,575,1
89,50790,47244795,206,95,3
90,62438,58344952,993,535,5
91,47097,19016233,857,834,3
92,21144,8992391,540,721,5
93,59547,77076124,702,122,5
94,28232,12565785,886,478,2
95,70244,35219297,752,104,6
96,36018,66110319,651,949,3
97,26818,42261324,3,397,1
98,20669,67589439,177,325,2
99,14748,66733166,985,969,5
100,20486,69793727,437,348,3
101,72007,17927304,460,806,5
102,27099,91224224,260,530,3
103,35785,42878188,218,138,6
104,93355,82162283,981,580,5
