,ID,Amount,Principal overdue,Interest overdue,Loan_type
0,21842,89062288,343,145,5
1,92767,2310796,188,163,5
2,73852,61040040,54,467,4
3,55879,22726521,919,721,2
4,25014,94429367,724,98,6
5,12398,50929628,855,250,4
6,15403,56591373,342,351,4
7,66039,89908592,768,467,1
8,57070,29598771,615,612,6
9,73558,76680728,171,814,3
10,76299,91466833,105,419,3
11,37026,16738754,548,886,5
12,48740,1116281,753,317,4
13,23970,38074958,612,735,2
14,58735,28585119,636,537,3
15,10789,97842670,678,137,3
16,92061,80078089,345,142,2
17,82250,99891698,487,291,2
18,25537,68737168,984,505,4
19,48642,56884173,174,588,2
20,74837,13344206,280,287,1
21,73754,58914517,934,64,4
22,25306,34648843,268,251,4
23,86356,99836177,634,829,3
24,88541,55701589,471,100,1
25,56656,8675386,222,630,2
26,45614,37850521,642,853,2
27,52629,2296958,853,842,6
28,76440,51938453,179,416,5
29,26196,1933380,129,366,4
30,70524,76287793,22,985,1
31,28246,92988399,584,284,6
32,33367,62355870,24,698,2
33,73070,41792491,857,647,4
34,67516,8246775,309,128,6
35,96318,4360662,919,297,5
36,86509,92647479,251,731,6
37,19568,44081637,123,605,2
38,69087,23303565,230,405,2
39,27549,31611098,717,852,3
40,30201,73027891,145,813,6
41,71450,6035783,739,849,3
42,83646,10661654,412,197,2
43,24088,91648923,747,760,1
44,94937,5019721,609,187,4
45,49268,21918114,662,137,1
46,29552,36834570,961,99,1
47,56648,22482688,498,891,1
48,72884,96377729,143,648,1
49,67943,66831607,205,456,2
50,32185,2659590,722,341,4
51,13672,90412735,507,623,4
52,81491,99045006,549,391,3
53,89503,82674646,54,573,1
54,44451,35756207,601,647,3
55,17596,37077468,583,249,1
56,29367,28837054,609,426,2
57,38557,60781936,100,757,3
58,90775,96566318,39,823,2
59,34949,83923219,133,601,6
60,69600,37579910,873,547,1
61,75689,21648112,679,931,5
62,89724,80058630,88,975,4
63,84413,72134904,325,991,5
64,53324,10849501,924,850,2
65,44833,4777312,443,914,2
66,82074,46279155,632,694,3
67,17010,81235353,783,446,1
68,28011,47611109,430,186,3
69,35747,39166279,42,863,6
70,38721,17264921,621,893,4
71,56222,56594262,565,365,1
72,25591,17171868,14,748,5
73,61468,95772448,902,779,5
74,93612,95789423,2,984,6
75,93017,94296016,407,330,4
76,84318,77561135,806,112,3
77,39141,59068190,511,622,3
78,13379,74194703,813,630,5
79,30454,84824175,304,415,3
80,41948,67915129,807,131,4
81,94916,92773345,132,767,3
82,35559,51384795,271,269,4
83,24822,74309380,158,303,4
84,31348,70054305,184,735,3
85,95531,27612455,699,10,1
86,98905,25115324,216,426,3
87,90577,30436931,908,852,2
88,51300,53296633,330,920,3
89,26199,66945678,952,969,2
90,17720,52654789,903,221,3
91,36810,4968391,509,252,1
92,69962,6871675,510,553,5
93,79891,56118037,762,947,6
94,92638,87947636,63,285,6
95,30935,90723209,838,505,2
96,57338,53425516,990,951,1
97,36092,48995282,741,853,1
98,23134,49334794,71,202,4
99,51158,40782188,443,374,4
100,98345,98371620,600,150,5
101,17495,73700565,135,835,1
102,28243,38856461,748,582,3
103,40736,23591074,361,147,4
104,64031,97919152,752,702,3
105,49209,36997325,963,228,5
106,45756,19538856,565,665,5
107,64697,87792961,279,885,1
108,61030,53540057,528,755,6
109,53403,88282707,280,56,2
110,17340,87926198,677,779,4
111,32447,44506179,928,870,6
112,18644,62542219,457,774,1
113,82118,26097435,374,988,4
114,72257,25251299,481,766,3
115,51325,19448329,602,759,6
116,68153,34764801,615,23,5
117,89349,44013623,499,535,4
118,56409,68049494,594,227,6
119,68531,46093929,458,780,4
120,15781,65074382,651,476,3
121,76630,14311514,692,404,4
122,41926,95543397,857,562,3
123,68213,77309802,530,673,3
124,87528,77351240,194,234,6
125,30451,86921252,355,505,5
126,39566,43099974,138,158,6
127,29302,17495522,732,203,4
128,20870,58285018,133,462,1
129,47971,13391888,43,160,5
130,86179,22255605,407,622,6
131,40455,87003351,999,901,4
132,83706,16065404,91,909,2
133,19382,12980022,497,28,4
134,97239,30711501,497,720,1
135,26385,26392225,887,576,4
136,73187,78749837,119,811,6
137,95435,31088628,785,911,4
138,99744,34360215,286,737,3
139,15346,1837557,791,497,4
140,88837,59651470,792,196,6
141,88300,61856313,55,744,1
142,73265,4350791,188,892,5
143,52484,32136587,752,277,6
144,76475,18665187,553,815,4
145,69686,39902778,480,860,6
146,91752,84834308,736,333,5
147,75136,37016717,791,699,5
148,91344,2250230,477,837,3
149,61169,65514618,17,631,5
150,96880,82725669,299,837,5
151,52673,4558771,899,83,3
152,55926,15621041,63,443,3
153,44777,97971970,301,130,3
154,11741,95168482,146,725,4
155,76370,55332454,747,250,3
156,72001,5972646,760,448,1
157,98720,93579895,482,859,5
158,83275,44427009,973,194,1
159,36048,5896130,618,497,6
160,66963,42459390,899,149,1
161,10899,10256754,362,187,1
162,62808,9028490,994,971,4
163,43799,13367663,365,169,2
164,12916,38802483,151,502,6
165,23984,18996466,904,258,6
166,97974,67309490,137,129,1
167,65588,20056436,896,670,3
168,95547,10201156,239,953,1
169,29289,90713675,217,396,1
170,24783,76974251,673,21,6
171,73290,33302611,501,403,2
172,24144,77699788,787,443,3
173,49978,20024655,103,588,2
174,78960,12223714,693,783,6
175,11483,44899856,378,715,3
176,88386,45460157,425,249,4
177,66898,87098062,390,774,6
178,28136,36828959,902,500,4
179,57057,95385652,374,937,2
180,22847,99543431,612,804,4
181,98218,68979509,763,842,3
182,94163,2286375,369,473,1
183,30903,79962504,980,442,6
184,42730,83483152,112,681,1
185,35446,29151190,61,510,5
186,38470,6276409,845,49,6
187,38497,2998078,966,398,6
188,54504,33762250,590,426,1
189,46911,89521236,173,227,6
190,82562,89480668,58,360,2
191,67039,6788664,851,695,3
192,54003,31509474,559,170,6
193,60886,7945401,691,811,3
194,95301,91206120,661,617,6
195,13345,33072776,576,555,5
196,49080,94671509,724,555,3
197,20560,96383444,437,603,2
198,61185,7460211,184,45,1
199,20610,79312634,176,656,3
200,99534,50185280,435,459,4
201,85537,35375804,559,122,5
202,80310,70530733,372,517,2
203,51220,26428695,887,438,3
204,62121,17063292,421,647,2
205,58021,65112976,999,420,2
206,36475,26809563,642,835,5
207,65452,60814133,157,362,1
208,58855,23815664,351,404,4
209,88103,19411198,741,161,6
210,84822,9306893,474,871,4
211,74734,9539320,488,335,5
212,64937,65741489,861,816,3
213,86597,19640749,647,439,4
214,50228,90756400,14,602,2
215,66059,45704118,819,567,3
216,85983,44222075,931,37,4
217,95275,39993873,757,114,5
218,30704,64033740,678,65,4
219,75814,16886898,483,560,1
220,87900,31724195,412,907,4
221,36381,7069249,816,32,2
222,84407,39327471,651,466,5
223,38927,63177486,571,986,3
224,92179,56784005,621,188,5
225,20331,77701727,386,318,3
226,90580,45798976,478,57,4
227,68364,28621437,195,905,3
228,61589,64679041,955,641,4
229,59795,33381336,191,35,3
230,19901,71811862,139,750,4
231,91890,82033374,2,496,3
232,60705,9044097,910,856,6
233,96974,63080272,35,707,6
234,56471,48838552,165,545,4
235,30064,15319757,794,249,2
236,53260,36717260,38,851,4
237,70493,18560708,723,25,2
238,12711,69894594,176,986,5
239,22322,43441896,811,91,5
240,54839,16998815,840,852,5
241,60671,40352423,347,700,1
242,98624,18152163,629,917,5
243,44810,95147711,846,623,5
244,41123,45282308,880,603,5
245,22105,46275600,118,15,2
246,26115,76791320,957,67,3
247,12348,23409375,996,54,1
248,60488,13294692,304,26,1
249,24163,69441945,310,165,6
250,81831,82385622,126,382,4
251,94892,4688261,748,355,3
252,87715,30819617,969,481,3
253,81904,15888528,715,957,6
254,54410,21017032,154,772,2
255,81035,90836627,321,381,1
256,66378,29751139,209,205,2
257,60314,9958296,771,452,4
258,40328,73566658,233,871,2
259,10334,44142623,431,798,6
260,31458,76648377,403,95,2
261,76337,70270543,298,710,4
262,88045,5977740,728,363,3
263,82214,45842482,708,46,3
264,26681,33703588,989,287,1
265,19516,2695245,950,443,5
266,63411,65749246,123,442,4
267,40141,11938255,618,193,1
268,82363,22597096,164,932,2
269,81480,62314603,812,272,2
270,76435,6813505,892,140,3
271,94340,65116723,592,544,6
272,11704,47585700,103,977,3
273,24562,88628494,605,201,4
274,71680,51447139,447,555,1
275,96828,45636299,403,699,5
276,89695,87493128,243,766,4
277,23739,41493081,672,414,3
278,22600,76056304,37,609,1
279,96304,68987742,998,375,6
280,52500,61380704,88,523,2
281,62884,81237722,117,369,3
282,54905,92313361,12,706,2
283,88793,54346250,741,103,5
284,69085,25181900,335,497,4
285,64489,59621175,813,931,1
286,60021,48422195,611,148,2
287,61695,74401427,782,871,4
288,83953,6506281,40,282,6
289,30781,8231573,429,544,3
290,79506,85391379,843,683,6
291,85621,72479453,913,809,5
292,78148,22722124,309,7,2
293,50701,88525970,216,329,3
294,97835,16355834,609,117,3
295,91078,8843916,235,572,6
296,78414,28600664,733,123,6
297,64304,14731674,57,213,6
298,16413,44301230,416,135,6
299,18159,89273073,764,594,1
300,48561,67645824,560,218,2
301,40425,25973254,929,719,1
302,49116,34829590,204,260,1
303,33826,99476698,563,269,2
304,69704,69345318,466,444,2
305,36179,48765417,118,823,2
306,69707,64888868,634,52,2
307,85463,95957867,284,734,3
308,58857,42938814,483,283,4
309,91259,93318830,428,765,3
310,15203,32351337,760,98,2
311,21658,85188278,916,464,1
312,96584,78439029,567,73,5
313,16155,21116580,513,406,2
314,71829,42403866,86,528,2
315,95489,27722834,608,596,2
316,76217,68259619,501,13,6
317,90282,96818454,727,682,2
318,51135,84122010,339,586,2
319,87304,61091701,693,853,5
320,21820,91723467,662,789,2
321,40009,67783086,553,310,2
322,47715,67761391,920,276,6
323,48920,13786715,484,269,3
324,51391,77111218,95,571,4
325,95345,29709967,157,194,3
326,83291,20887760,454,304,5
327,49246,31089070,59,784,4
328,79326,24284051,983,70,1
329,12669,70652857,927,747,1
330,63367,11921988,706,446,5
331,79153,88012910,118,67,2
332,43804,67880664,279,875,1
333,72360,11364316,928,81,6
334,81332,93281554,900,154,5
335,74981,11209530,570,654,4
336,34452,86733823,179,963,1
337,97734,67208866,273,460,6
338,66099,3372303,269,619,5
339,15818,42677312,448,130,3
340,13459,12452873,978,997,1
341,11867,15000053,415,737,1
342,84331,22435801,475,334,4
343,36857,94243975,748,711,5
344,84467,22932576,163,555,3
345,85973,13147610,685,747,2
346,78173,14002370,110,567,4
347,28995,8757497,948,13,1
348,66452,28267937,271,4,5
349,77896,38444704,462,220,5
350,39775,41466099,960,283,5
351,15010,46393155,689,69,1
352,39092,17206056,985,173,1
353,99588,31640698,425,358,3
354,28453,93286214,84,473,3
355,70780,35445485,808,136,2
356,66003,92151817,621,302,3
357,54425,56805525,255,328,3
358,10729,54280377,241,989,3
359,12491,68729114,175,730,6
360,14290,94930116,889,177,3
361,91626,23289936,885,186,1
362,77820,39198609,908,375,4
363,42886,57092174,666,779,6
364,90825,23730011,455,872,2
365,79173,70368327,921,857,5
366,81514,85765589,371,152,2
367,44430,2628255,856,259,5
368,18525,71569444,515,393,5
369,46097,50241348,715,459,1
370,79766,68254364,127,865,1
371,49237,40582163,188,846,3
372,37381,59163335,683,688,2
373,94395,92348052,267,980,3
374,56980,74836394,623,417,4
375,32022,70003431,794,337,2
376,68228,16517268,997,127,6
377,70665,1384418,56,971,2
378,44850,8652140,834,940,2
379,84387,44775121,560,490,2
380,85025,71397290,145,750,1
381,58734,77182979,242,17,3
382,13870,50384623,290,596,1
383,10890,75461353,712,304,3
384,15977,80925880,504,830,2
385,62438,89308063,160,10,1
386,80638,4399637,240,943,4
387,80340,17076667,712,515,2
388,30439,60799863,744,564,1
389,18578,8138077,390,193,6
390,52419,25443181,27,110,5
391,14992,88384920,746,32,1
392,15745,45901348,502,946,4
393,45362,36187235,999,405,4
394,77235,80981194,104,947,2
395,38122,32413624,323,447,4
396,87860,95475485,93,692,4
397,94298,41266073,672,617,6
398,43040,39149040,399,344,3
399,31389,75574991,652,988,1
400,36561,7936159,219,423,1
401,15572,12340414,783,523,4
402,21175,67321318,537,72,5
403,59812,39503815,784,369,3
404,44360,88478184,671,904,4
405,34476,79085195,877,818,1
406,24419,32236636,577,514,5
407,71836,62212360,451,8,4
408,27355,99329272,556,156,5
409,52933,57147920,667,968,2
