,ID,Amount,Principal overdue,Interest overdue,Loan_type
0,96230,64095233,476,769,2
1,23563,11796002,599,572,2
2,11815,69426921,239,907,2
3,86105,19940644,928,998,1
4,56659,36580630,604,398,4
5,72189,33711660,438,106,5
6,81075,97171766,396,304,5
7,42043,18594580,493,969,3
8,10405,23263552,203,653,2
9,23477,29074921,663,337,1
10,73695,54286374,965,476,4
11,19024,39502135,638,177,5
12,92203,86159219,688,487,2
13,32244,52930360,884,257,6
14,39422,23646204,289,189,6
15,86445,20340999,743,643,3
16,61459,7912419,691,60,2
17,72018,87591985,88,916,5
18,98360,94108626,910,369,3
19,45871,31864391,832,347,3
20,65721,43828292,766,611,6
21,56595,18509082,412,185,4
22,64529,42086280,649,964,4
23,35144,40621988,308,411,5
24,14698,1876621,558,207,6
25,53211,65888512,853,831,5
26,27365,28241465,514,35,6
27,63926,54265544,635,508,5
28,70511,52835446,43,36,3
29,18761,45456448,768,27,5
30,35638,46015998,870,540,2
31,58893,34693181,511,407,5
32,78585,9417169,766,583,2
33,97910,7538288,595,206,2
34,37487,89493817,112,125,1
35,89439,70036601,339,278,1
36,64995,71817267,691,839,6
37,90307,71033294,416,779,5
38,62107,38641711,545,357,3
39,17973,49358344,906,690,4
40,53276,22357887,354,923,1
41,53073,44986422,769,995,3
42,42342,66425242,870,242,4
43,92801,60287801,816,629,4
44,23084,63988411,921,310,5
45,96335,12003867,676,480,5
46,42636,36589398,571,947,4
47,51759,72280270,571,236,6
48,19242,47132114,820,508,3
49,31198,21695499,420,952,5
50,86472,78505754,845,226,4
51,90398,51066098,155,560,4
52,19135,95777201,852,885,4
53,68586,88884713,384,708,6
54,52291,72241975,85,966,2
55,99346,52207341,29,971,3
56,75621,58048229,50,678,2
57,23903,18117447,519,112,6
58,99990,58816228,879,626,4
59,38678,34268938,454,106,4
60,86845,69065172,26,490,1
61,25499,85536409,423,335,3
62,83783,57923688,105,424,1
63,75373,8694910,965,970,6
64,12150,42035638,479,283,5
65,37954,26104915,946,27,5
66,57169,90198686,303,193,5
67,29108,65449822,353,137,1
68,49253,68010532,507,886,4
69,80787,12303074,706,317,2
70,57941,79695520,140,610,3
71,24062,38498997,289,193,1
72,33089,12139845,848,338,2
73,20294,59502285,237,57,1
74,75742,7404912,565,798,5
75,58670,70317416,919,933,4
76,79850,35374347,958,746,4
77,57616,79926650,555,197,2
78,28281,21677674,525,996,2
79,52385,79778456,791,200,2
80,98662,33263013,145,226,6
81,14904,8957847,238,657,3
82,51159,36965891,554,702,5
83,45670,57159375,618,910,2
84,41910,44714499,428,648,4
85,42133,27183145,685,600,5
86,50824,36901588,159,841,3
87,99895,9233835,601,298,3
88,32638,99929722,454,440,3
89,28478,5243268,83,891,4
90,92108,82070971,475,450,1
91,15698,85216378,274,662,4
92,46936,42967904,153,731,5
93,58478,53417148,670,66,2
94,83009,42525223,535,502,1
95,21465,74155947,556,421,3
96,36348,17358511,679,163,4
97,98447,46637140,539,478,1
98,66697,47514365,843,601,4
99,20817,6853277,630,164,6
100,18500,85425124,739,694,5
