,ID,Amount,Principal overdue,Interest overdue,Loan_type
0,93142,38799081,543,579,2
1,89624,36166039,233,423,5
2,75681,28279600,779,195,4
3,52363,34489180,53,157,1
4,56256,39879170,345,266,2
5,48745,89582379,461,297,5
6,78666,65542080,117,82,1
7,77437,94683138,504,470,6
8,12912,84467524,120,377,3
9,51116,99262098,742,628,5
10,89660,22736600,576,774,5
11,53667,49066594,522,297,6
12,75528,36145035,789,997,4
13,32276,38536337,456,597,2
14,55777,42446193,517,370,4
15,23428,26062107,419,883,2
16,13524,33521415,387,261,5
17,51968,59269342,124,459,3
18,96358,76655799,155,332,4
19,94740,42954065,106,32,2
20,71092,90052619,747,255,2
21,13667,80658656,618,436,2
22,64173,33868354,396,202,2
23,96284,86091577,716,686,3
24,77552,27505258,692,485,6
25,72147,68639964,373,957,5
26,89181,7535176,956,924,2
27,12278,26627151,987,320,6
28,82150,20897237,263,805,6
29,50499,23291659,13,565,1
30,28760,93774634,133,601,4
31,16026,63683668,916,266,3
32,50282,41212091,692,855,6
33,73855,3932563,593,335,1
34,22547,41034953,880,709,5
35,50858,90170970,793,757,4
36,88082,98956405,827,10,4
37,79188,64540428,986,391,1
38,60143,59676478,507,957,4
39,70426,69046928,518,899,4
40,41803,23250172,716,203,6
41,55661,45065474,687,223,5
42,57921,29784056,254,738,6
43,96885,64475386,500,320,4
44,16201,42923969,809,806,2
45,54234,88502397,444,715,3
46,60673,71395967,458,750,1
47,75972,33535756,259,323,4
48,38441,21168206,886,983,3
49,70927,84146597,342,520,5
50,27474,23857468,420,564,4
51,67763,89392649,309,596,3
52,22082,29967312,962,262,6
53,72854,35349290,477,871,1
54,35156,85757083,410,754,4
55,82120,91205951,555,504,6
56,97040,35200681,397,95,5
57,30807,1913772,49,35,2
58,72258,96885173,357,513,4
59,94999,69210832,282,400,4
60,71682,25173822,344,767,2
61,94247,32898191,810,929,2
62,12133,38528130,490,647,1
63,12476,27243404,319,672,5
64,12455,30844543,929,345,5
65,35901,81650029,680,204,5
66,21406,46169439,123,857,6
67,10221,65318424,435,301,6
68,68184,8298412,37,319,2
69,93805,66086525,899,353,2
70,19227,40665121,841,997,6
71,54030,30586589,355,162,6
72,93162,57114849,254,398,3
73,78248,73122582,198,664,2
74,85944,22650936,890,49,1
75,33603,60243943,650,203,4
76,68776,4976628,829,853,6
77,95510,20444036,514,933,1
78,56051,33388660,15,196,4
79,56488,53497007,481,70,2
80,35112,41274294,623,165,4
81,76239,30773159,523,694,6
82,65739,1569264,939,629,4
83,62171,25881181,10,985,5
84,89727,2684111,230,793,3
85,94638,81362055,884,744,2
86,59390,36680511,639,611,1
87,31817,52101820,736,920,1
88,91584,25565522,305,432,4
89,93283,55636336,345,340,3
90,44942,23719688,178,530,5
91,93577,83093985,219,917,6
92,82258,88906846,846,368,3
93,22076,36512820,472,807,2
94,91750,77347623,382,459,5
95,26280,81436809,177,937,4
96,33107,2021458,869,420,1
97,99474,36720700,216,925,5
98,30892,21496475,770,355,5
99,92371,32224596,506,87,1
100,23927,23305031,689,693,1
101,14126,37034245,319,852,5
102,68662,65849139,329,742,3
103,99916,61165621,251,489,1
104,94578,7219035,676,178,5
105,48839,6080793,275,935,6
106,64267,40068450,837,693,1
107,30914,97819699,336,432,6
108,20057,75041808,579,639,4
109,32010,91773504,800,54,2
110,68863,33278925,725,160,1
111,71326,8358684,427,572,5
112,78028,83711519,889,376,1
113,19886,33451378,541,227,5
114,97434,90041090,920,497,4
115,73922,89143367,968,225,6
116,57776,29722142,152,3,1
117,97435,76097666,567,72,5
118,99820,6257669,530,141,6
119,61704,15985438,399,13,5
120,15892,32416994,126,720,4
121,67922,89650643,683,16,5
122,49900,15732830,985,385,4
123,37231,87233622,143,571,1
124,89650,57979049,534,731,3
125,63433,39614163,710,909,2
126,49641,74701045,744,943,5
127,48251,46843742,986,902,3
128,46306,97469860,375,819,2
129,50609,82990570,353,552,6
130,34343,44455811,32,784,5
131,99379,82701054,485,383,5
132,85249,65523826,168,913,6
133,50134,72534603,804,221,6
134,25564,68589355,651,761,4
135,18319,36996857,918,294,2
136,40130,85831151,567,448,5
137,94962,8713994,870,766,4
138,45796,66049131,831,248,6
139,85293,64679741,143,727,1
140,16639,83157390,103,924,4
141,32135,23327577,531,231,2
142,14759,70629036,580,383,4
143,75453,80137797,986,728,2
144,21307,16643719,338,352,2
145,42401,88163214,558,408,6
146,82319,71896908,193,977,3
147,85740,68768829,981,396,2
148,76668,83763109,226,485,6
149,65403,99760099,831,237,3
150,44404,90526318,832,171,4
151,12645,9551036,47,62,1
152,22988,76498179,140,896,3
153,78057,12273207,303,712,6
154,69205,61610907,768,142,4
155,34834,2429750,787,132,2
156,69206,7309877,447,400,3
157,14275,53262286,186,791,1
158,32008,60391336,97,393,5
159,51301,37899822,891,74,1
160,99964,2896585,153,745,2
161,28725,37374126,926,144,2
162,27193,67157496,788,734,4
163,33412,34794585,604,926,2
164,44113,38530567,783,741,1
165,39749,46607437,117,225,4
166,62543,49705855,103,152,4
167,56687,84917547,913,724,4
168,26091,87126846,859,150,6
169,90161,51343460,268,72,1
170,64151,85064499,567,714,3
171,30788,4914794,388,15,2
172,75328,1159367,629,24,3
173,29864,33077043,734,894,1
174,74435,33589056,857,284,2
175,20887,18490395,550,632,4
176,11557,48133130,873,626,2
177,86532,58001492,558,62,3
178,64781,63839746,473,543,5
179,89153,20529829,666,848,6
180,97982,58532481,476,363,1
181,74806,11385982,737,731,4
182,43094,45206660,935,46,5
183,78864,48128654,621,796,6
184,75720,6791713,933,516,2
185,20372,68829242,363,35,3
186,82146,92664712,479,81,1
187,88193,28791909,365,310,1
188,66709,88865283,244,681,4
189,98467,71469517,153,239,3
190,92799,37262184,30,559,2
191,58188,73687979,45,918,2
192,15972,2098507,884,396,3
193,32739,58486568,942,298,1
194,94986,14647594,250,872,3
195,72097,16527461,165,416,3
196,93385,77707949,212,340,5
197,29258,30705281,873,352,1
198,17149,55556326,972,424,6
199,10877,28453425,670,57,4
200,62003,10042730,855,340,6
201,78724,13678714,913,380,3
202,26760,75677098,304,392,2
203,98171,36857734,680,663,2
204,61156,78917142,231,203,1
205,17430,94724081,780,610,6
206,65687,30371677,614,256,6
207,54258,70925823,998,157,2
208,85735,16995189,161,934,5
209,14806,27171170,854,174,4
210,13271,2554424,572,680,1
211,87263,69328853,820,347,4
212,93454,8832964,27,420,1
213,32807,87402942,936,894,6
214,35311,87014732,663,86,1
215,20674,20439362,728,999,2
216,83385,44802590,360,484,1
217,20024,64005067,603,129,6
218,20180,28734714,863,217,5
219,48456,50157800,212,918,4
220,51690,67090409,924,568,1
221,49573,74936840,105,977,3
222,20721,70336001,110,505,2
223,92975,76799244,645,223,5
224,18612,72795388,565,613,3
225,71373,88803192,960,271,2
226,95491,82243987,594,526,6
227,89804,18553372,209,559,4
228,10456,2123853,844,750,5
229,18312,25413265,227,553,1
230,31053,68080938,902,478,6
231,57241,48981289,279,209,3
232,65692,60562627,40,309,6
233,90964,45698339,709,782,2
234,15521,29876135,753,217,2
235,64761,26763064,13,629,1
236,11877,25336569,109,491,3
237,80170,6422871,597,510,1
238,73111,25694524,483,533,3
239,13061,44588660,225,98,5
240,43759,22307201,164,861,3
241,60424,84342320,330,998,6
242,23765,16587682,910,931,5
243,60232,59816639,292,148,3
244,30086,44773620,792,626,1
245,42874,51789789,994,453,3
246,56987,72025267,458,221,6
247,60073,40314382,303,558,1
248,68149,2303957,508,37,2
249,82127,19924033,526,587,6
250,36982,62372977,969,377,4
251,23797,1129802,435,586,4
252,41714,80234915,317,291,5
253,34143,19088067,432,693,5
254,50373,13994454,681,370,2
255,19059,63639385,934,54,5
256,95389,82211847,216,471,2
257,55165,23682983,985,947,2
258,75092,37694157,68,209,2
259,60778,67686841,553,770,3
260,39580,39665870,191,316,6
261,36681,57806476,373,394,4
262,61976,82871581,831,334,2
263,61680,84393227,308,613,5
264,82286,45073527,255,753,6
265,30710,31084766,510,726,5
266,35449,30845389,713,947,4
267,34552,13267073,826,962,4
268,63105,85100972,798,401,1
269,91369,82219439,799,505,5
270,68334,49475264,637,460,3
271,76770,27498104,176,254,6
272,21418,82478640,915,803,5
273,60294,73818331,773,660,1
274,54045,6497165,373,34,6
275,46686,84220296,790,166,4
276,86503,90865183,250,699,2
277,36061,96775879,505,413,5
278,46209,99178861,661,606,1
279,18238,76671637,686,839,4
280,62547,82545063,847,407,5
281,53220,83203850,417,861,4
282,45110,26518688,186,509,2
283,18377,20885724,643,370,1
284,26651,34126828,485,448,3
285,30521,3630410,198,740,1
286,15423,79919501,608,276,1
287,44026,65817476,147,894,2
288,56861,59671382,941,266,4
289,30437,2953069,958,665,3
290,30670,38993383,784,196,4
291,30338,57041588,142,193,5
292,68185,28829558,252,898,1
293,85784,66085652,274,493,6
294,68640,28620798,917,498,2
295,42577,52498513,693,748,6
296,13548,81022745,182,31,4
297,31554,51625667,232,922,3
298,83032,98541947,89,159,1
299,32424,25445415,543,520,2
300,64173,74334791,945,91,4
301,96383,56685958,334,976,2
302,29107,50050931,259,807,3
303,24738,54126904,772,694,3
304,34653,2904970,523,857,3
305,29464,26422911,702,628,1
306,75740,14568656,1000,878,4
307,37486,51194732,168,33,1
308,25864,58938880,486,356,4
309,31294,48294923,955,602,1
310,53461,65176626,297,749,2
311,88448,16141318,913,557,3
312,55388,67123649,755,636,3
313,67351,27788168,578,865,1
314,25053,55086201,892,895,6
315,82424,2598148,133,182,4
316,28858,30032889,983,611,5
317,17263,94930118,338,606,1
318,16529,17313318,857,237,2
319,73602,98878055,612,207,2
320,80591,58006507,152,757,5
321,92483,55239537,312,975,1
322,58407,17137267,914,80,6
323,62125,68353416,718,802,3
324,67589,10087498,663,154,1
325,70068,67666970,985,694,4
326,46991,42226884,308,370,4
327,48895,12684634,249,676,4
328,86079,99013331,58,154,4
329,81430,86174721,775,865,6
330,37733,98963733,232,951,5
331,94949,72011498,271,204,3
332,58427,56173864,331,270,4
333,66109,14773358,254,443,1
334,53020,10508154,177,252,2
335,71515,54052050,256,567,2
336,16099,46733486,681,904,5
337,39890,67368394,902,303,1
338,59495,83847769,714,805,4
339,32991,64712880,922,167,3
340,19070,97138686,790,279,6
341,69667,52607981,324,164,3
342,37740,45688005,771,633,5
343,64852,54656422,48,72,6
344,62423,93786033,708,871,6
345,67157,55436640,659,306,1
346,89581,34372065,291,602,3
347,35768,99040878,764,833,1
348,41847,20650586,879,332,5
349,29572,29848102,874,664,5
350,71791,6344295,219,968,2
351,68583,28215119,815,216,2
352,82124,55312481,590,556,1
353,76630,74874992,512,335,6
354,26289,79331612,641,562,5
355,65141,6205048,208,280,3
356,26458,96229984,574,952,1
357,80684,90418666,668,666,4
358,52089,46093321,878,246,4
359,56574,30853997,18,200,5
360,48949,71995365,62,951,5
361,78348,52720858,219,429,3
362,82024,26363454,873,649,6
363,19928,97136214,865,165,3
364,30894,60194951,998,593,6
365,67141,22119824,590,636,3
366,76843,80104112,657,217,5
367,60237,34041892,363,394,2
368,37082,77236993,161,379,1
369,45946,6985688,413,152,1
370,37180,21750003,341,902,5
371,40476,65925430,106,582,1
372,46831,98164000,348,541,1
373,43676,77817522,747,690,5
374,39770,99393754,935,193,4
375,76736,49917574,526,535,4
376,85437,86799387,333,674,3
377,75839,86860457,51,762,5
378,87204,10153113,685,884,5
379,99049,71751911,639,539,5
380,94455,19596214,431,765,5
381,48553,26831947,999,977,1
382,97955,66868661,417,383,2
383,57030,54440331,456,876,1
384,37306,21405279,380,362,3
385,48135,97408826,325,272,2
386,38882,65117318,583,492,1
387,91432,16021608,579,871,6
388,41996,90912410,914,318,1
389,58629,54111333,197,995,4
390,62983,58650185,563,780,5
391,38382,40535322,352,991,4
392,67406,9255358,951,797,2
393,17093,87547452,324,373,5
394,10954,90149594,190,180,3
395,89091,86018806,79,977,4
396,95605,38309569,692,282,6
397,63483,20721377,865,142,6
398,29350,15805014,602,62,1
399,94315,54492014,370,169,2
400,48445,27399834,918,650,3
401,89130,50533669,471,698,1
402,41478,18815634,125,698,6
403,82412,36214267,960,882,4
404,94180,16404039,720,725,1
405,75310,29270238,819,367,3
406,68250,79074230,279,195,5
407,22877,53344114,590,946,4
408,75550,90599411,959,125,6
409,52687,50532428,157,111,6
410,94691,90242877,416,589,1
411,23230,10612289,389,832,1
412,73884,87727922,0,0,6
413,67221,9449576,409,744,1
414,93505,48999547,781,353,6
415,32922,92972304,33,993,3
416,51882,76871964,966,908,5
417,39089,81631314,379,411,4
418,16202,39397092,957,724,4
419,51992,82266924,377,866,5
420,88754,42409226,4,757,4
421,65849,36308491,254,931,5
422,88371,2784071,174,523,1
423,35080,59371965,813,211,1
424,63495,23704792,494,267,3
425,52275,19444787,935,550,2
426,84617,59465715,432,335,6
427,36629,49860499,398,762,6
428,99414,95794258,805,822,3
429,46202,20617487,309,393,1
430,63737,30085916,367,88,4
431,20374,88312723,446,275,1
432,42394,2825465,827,49,5
433,71963,9453247,684,432,2
434,45354,10680029,242,541,5
435,40930,56204279,258,599,1
436,58681,15173790,210,20,3
437,69021,17860660,125,219,2
438,55113,95701234,775,794,2
439,66039,48278740,518,950,6
440,37862,20749810,145,819,1
441,31591,98939036,915,477,6
442,63495,6469034,176,8,1
443,73967,8830627,243,856,6
444,33705,49112302,692,466,6
445,75774,55613070,444,160,2
446,44782,28061942,743,871,3
447,77082,64873757,911,952,1
448,59199,18338208,178,683,5
449,85799,41383037,628,305,6
450,89559,26373335,497,292,5
451,79085,19193548,419,700,4
452,18932,46217636,292,629,6
453,15022,78272875,7,638,2
454,53376,4017763,256,502,3
455,65223,70415402,799,171,1
456,13256,5115186,68,873,5
457,98420,20480539,659,339,5
458,16539,24462757,177,61,3
459,11840,40766592,229,918,1
460,63794,62296857,795,69,4
461,53001,30803047,52,717,5
462,42552,32432727,926,476,3
463,15424,6818049,771,768,4
464,31657,8521876,913,548,6
465,26066,12454747,730,675,4
466,93071,36332694,31,574,1
467,69717,54979372,933,236,1
468,41945,23153149,524,620,4
469,31696,9876001,949,269,6
470,20255,16340789,607,299,6
471,87094,78418949,46,294,6
472,63135,66579120,871,908,6
473,86743,29366456,933,42,1
474,26889,69538898,965,364,1
475,18945,38148617,71,18,5
476,82297,89084464,778,559,6
477,77150,14590058,191,877,6
478,82428,93822558,683,631,6
479,51953,6913668,284,652,6
480,15348,65471093,33,605,2
481,21719,53228478,566,54,4
482,55598,92493850,227,239,1
483,60230,96944057,109,521,2
484,67504,55223343,248,634,2
485,36786,25540166,29,692,4
486,48080,27867417,439,632,2
487,12274,19293467,117,77,2
488,57109,98869429,313,157,1
489,82377,30678791,852,357,5
490,87719,79716194,541,743,5
491,29624,35705053,787,980,5
492,96985,96955976,361,133,3
493,52601,66995836,569,414,1
494,17702,6906288,248,568,5
495,73277,37653810,88,75,6
496,58819,57384285,248,401,3
497,65932,61880474,257,598,1
498,79849,43166723,664,335,3
499,26898,3901081,521,91,1
500,97829,96097579,135,982,5
501,48941,68853702,891,264,2
502,30603,59571787,850,930,6
503,14543,60169341,77,758,4
504,61188,90567475,320,542,5
505,91205,15448448,492,353,6
506,38099,43834293,629,726,3
507,60317,78668823,108,596,4
508,21188,26712929,242,648,3
509,48420,29222939,819,546,6
510,68938,99319293,522,376,4
511,46732,7601780,333,62,1
512,34966,39413273,176,82,5
513,82036,25307158,133,913,3
514,50100,84208334,921,699,2
515,67664,70405661,964,395,6
516,91089,80594080,229,392,1
517,60380,11938307,179,564,4
518,91418,91924674,342,749,6
519,27854,98924923,119,606,1
520,17390,17891045,363,893,4
521,64529,40340790,980,232,2
522,52677,65718942,849,991,2
523,57023,71628043,20,221,1
524,35813,88119925,595,828,1
525,79584,40687776,173,790,5
526,51545,34359610,646,392,6
527,99263,73856599,593,580,1
528,59452,28541302,476,672,5
529,15903,98816338,152,421,2
530,71565,28798402,475,102,1
531,59975,49169910,625,606,5
532,25049,15584586,18,421,4
533,13187,39363540,159,439,3
534,82754,26482970,174,289,2
535,17327,79977570,987,788,5
536,61205,62799687,891,698,6
537,23727,49720857,317,651,4
538,81098,12947342,345,524,1
539,32759,1901734,44,388,1
540,24969,92866053,602,28,5
541,85782,75494388,616,721,3
542,55581,31057155,158,100,1
543,75754,67354578,303,402,5
544,72580,15842797,382,225,3
545,70004,18402646,78,197,2
546,94221,1347664,598,651,5
547,25738,1180188,440,197,4
548,26422,21500943,858,268,6
549,32344,99727079,789,541,2
550,72009,61605841,823,265,4
551,58536,32625510,108,462,6
552,50476,75092001,639,378,4
553,18399,56417182,830,183,4
554,15157,81935837,435,449,1
555,25037,79824445,442,896,1
556,58244,26258950,198,897,6
557,30401,61815784,430,850,4
558,19406,21883803,310,684,2
559,59271,60568082,184,753,1
560,65392,18792480,603,315,1
561,95422,67604002,329,499,2
562,63450,37139157,399,725,6
563,58549,51230465,578,736,6
564,83766,16424295,94,921,1
565,49167,14751716,465,841,4
566,70793,79415405,276,890,5
567,67423,93874863,882,109,6
568,27319,47269992,914,335,4
569,97384,93698394,668,474,4
570,42846,36315557,289,584,1
571,59138,9376695,280,332,5
572,65742,90291633,48,273,3
573,86386,61884360,303,909,3
574,57607,40903445,127,44,4
575,97891,21651322,985,981,3
576,42884,42656385,734,421,3
577,55117,51520227,553,887,6
578,56954,65650580,719,4,3
579,87917,68053562,351,193,6
580,41955,93452071,744,223,2
581,87137,82359002,674,436,3
582,40475,69982215,712,84,1
583,93370,20355596,708,301,6
584,20209,19236552,173,675,5
585,36628,73782615,210,44,3
586,18037,50647695,146,531,3
587,80021,62648831,468,537,4
588,38600,89956346,433,424,1
589,70449,83206307,402,327,2
590,32855,81749057,728,704,3
591,83751,2733744,262,205,5
592,27700,81875204,113,921,1
593,56362,29602422,651,885,5
594,16375,33484728,725,782,5
595,11539,12493433,267,910,1
596,72880,86189610,911,416,5
597,47892,8549505,406,683,2
598,85217,40069811,462,198,1
599,51311,98201775,114,122,6
600,89051,65111266,94,267,6
601,39788,43773564,798,660,1
602,67935,36278042,388,256,3
603,36312,96930939,699,478,1
604,48125,55543333,641,399,4
605,42455,1701511,96,613,6
606,20038,39127932,607,978,5
607,10068,9695490,69,365,4
608,13075,80224234,70,793,6
609,72969,45252937,351,639,5
610,47656,69059308,83,605,5
611,13778,40988182,438,533,4
612,51066,21691108,878,669,5
613,58450,76117041,500,294,1
614,27286,38749664,995,348,2
615,17222,69847415,273,471,4
616,34831,80821794,83,477,1
617,19892,63228382,856,855,3
618,50561,67874497,736,762,5
619,20605,89147602,373,916,5
620,56237,25254504,477,423,4
621,45517,40207936,586,349,5
622,93995,41858703,70,943,4
623,41449,45222673,851,489,4
624,86141,7586412,85,309,1
625,75282,54385241,287,185,3
626,15403,48728976,220,246,2
627,11133,91047563,792,721,6
628,93907,12503723,693,173,4
629,94424,45738292,269,71,3
630,43788,95582042,852,528,6
631,29607,44847268,661,362,4
632,96667,80325603,16,82,1
633,97731,74357394,141,641,5
634,89431,25699217,773,939,3
635,83958,46875630,993,181,3
636,55213,37595768,493,604,4
637,31940,90142766,253,600,5
638,43101,15203335,623,923,5
639,47943,16094485,680,914,3
640,39158,59955725,749,159,1
641,21650,99051401,277,801,5
642,65736,40766992,734,878,4
643,90243,60442110,3,923,4
644,66247,23983208,756,450,4
645,14462,17020966,182,160,3
646,52968,53129793,702,405,2
647,37522,87595321,449,815,1
648,97063,81525662,290,974,3
649,40122,62085981,525,909,6
650,43232,63851627,569,218,6
651,77282,18358822,790,73,6
652,30754,81617979,61,564,6
653,13691,63733455,799,822,2
654,41108,61829333,379,312,3
655,95457,76608162,496,146,2
656,61624,64419437,442,104,4
657,27486,44801899,577,63,4
658,69525,88409601,184,812,2
659,88353,44675712,146,886,6
660,41985,87652579,850,395,6
661,97202,44191493,887,344,1
662,21342,4615156,221,797,2
663,50960,19952451,756,678,6
664,85719,69645666,546,913,5
665,58982,15199537,780,240,2
666,10396,98110472,483,234,5
667,94251,74569853,523,483,6
668,70008,75628360,33,51,1
669,98692,35614364,286,716,4
670,31680,63172471,886,82,2
671,75648,49703037,909,12,5
672,60065,70223948,236,472,1
673,88381,87160204,851,903,1
674,72694,93128215,963,334,3
675,76834,71674774,526,718,3
676,12330,87486822,406,496,5
677,70675,10997626,374,815,2
678,41164,53465827,963,173,5
679,85401,85547881,243,517,4
680,86363,1179485,12,950,6
681,92792,5738985,350,818,3
682,86843,50438373,573,828,6
683,26390,88262290,246,746,3
684,47075,14557792,76,87,3
685,91081,35636520,884,488,1
686,17735,7281567,852,875,6
687,70898,28338126,231,338,2
688,59089,88344063,708,573,2
689,71960,36966502,720,646,2
690,17896,30269794,496,836,5
691,71846,6685473,25,106,6
692,12385,60540588,818,505,5
693,38809,51736626,709,234,3
694,20999,86010844,939,323,6
695,55578,16493908,158,512,4
696,21832,81360503,840,236,4
697,65213,19138412,809,768,6
698,56176,85220093,281,533,4
699,33032,32591020,585,381,4
700,50829,8413940,242,634,6
701,14737,56803697,832,3,5
702,95646,62377961,515,151,1
703,30791,7754868,632,20,2
704,58182,77371568,462,300,6
705,13735,63577198,858,972,4
706,38970,75898892,64,688,1
707,68499,75847133,284,591,3
708,95618,76485589,461,422,3
709,24536,1323932,238,296,3
710,79938,89133409,209,128,2
711,52360,20689022,571,246,5
712,43914,42315089,422,241,4
713,60730,2390825,272,239,3
714,96495,87139685,287,462,6
715,15190,16763896,457,361,6
716,78471,82862650,49,658,1
717,45412,15601779,213,567,3
718,29169,82727650,899,715,5
719,17916,46421123,644,583,3
720,86033,40417558,46,156,2
721,18837,17655973,852,964,2
722,31181,70380335,551,497,2
723,43720,75360207,270,893,1
724,80406,11404460,1000,748,3
725,64698,28207197,932,29,6
