,ID,Amount,Principal overdue,Interest overdue,Loan_type
0,46147,46986419,255,790,1
1,72580,44693857,35,514,4
2,28829,50464308,372,283,5
3,15891,62278989,859,435,2
4,24362,24759967,773,777,3
5,46467,32891340,625,12,5
6,47065,24952513,775,883,3
7,59789,63416778,556,846,1
8,10524,96543070,711,813,6
9,53772,21715946,319,457,1
10,54690,13525703,83,773,3
11,15189,10590036,424,14,6
12,98758,47170070,920,304,3
13,89216,17813920,118,812,5
14,13052,33593940,230,783,5
15,41309,17447060,783,464,5
16,72999,59448140,748,263,4
17,97878,28684042,465,443,2
18,40118,23327845,465,6,6
19,74592,1391329,863,394,5
20,96059,48143554,357,435,5
21,28793,13358614,565,292,5
22,80716,56882182,215,69,2
23,23967,93369565,737,688,4
24,59685,8236122,320,22,2
25,27631,23712234,969,569,1
26,58404,44018892,690,435,6
27,61040,65879081,23,460,3
28,73165,99245607,572,74,6
29,36642,39584078,599,258,6
30,72534,91957263,474,686,3
31,58793,17764570,836,197,3
32,94522,46386751,343,466,5
33,69900,70799536,654,103,5
34,54417,97463007,877,928,4
35,53559,77770977,824,229,4
36,26613,49190249,736,634,2
37,27877,24181400,886,955,3
38,22082,22700803,820,208,2
39,93657,60604600,325,221,5
40,24014,5558504,583,534,3
41,40338,41408339,72,454,4
42,91247,44248208,190,234,4
43,14569,57306837,572,648,2
44,13573,44639157,629,859,2
45,72093,97341614,214,738,3
46,89000,69098285,855,645,5
47,16074,85585928,88,504,6
48,26912,25924212,401,588,2
49,57772,81112429,550,510,6
50,75189,21292751,172,206,3
51,86505,24313631,741,869,4
52,50001,67877828,176,949,2
53,25177,54739393,435,730,4
54,55399,79092027,716,478,3
55,56807,35697048,436,635,2
56,31420,13403093,331,830,6
57,65783,34160742,473,302,5
58,63415,42284331,795,503,4
59,52752,76008661,728,204,6
60,70602,95144283,391,746,4
61,24903,80697482,23,911,4
62,81084,65201569,743,69,1
63,40071,74978330,887,810,5
64,27038,52853211,858,322,4
65,92344,99171911,47,398,2
66,36308,91814523,375,275,2
67,30649,61046749,190,333,4
68,67576,52489125,943,837,1
69,37189,43412077,924,833,4
70,29757,59140963,621,486,2
71,74861,50727314,878,129,1
72,62504,78844456,295,311,3
73,46357,72164246,189,425,6
74,61089,48182166,539,722,4
75,56909,47144618,601,261,3
76,84322,75378244,485,926,6
77,35840,94990238,892,979,3
78,65675,71416432,665,205,5
79,94190,64637496,9,328,3
80,31881,94347422,866,250,1
81,59821,74141162,792,190,4
82,27321,8324302,90,652,5
83,11267,78449052,927,304,3
84,62308,38947555,347,556,1
