,ID,Amount,Principal overdue,Interest overdue,Loan_type
0,91979,30637130,0,0,3
1,17897,8329225,0,0,1
2,64399,48549828,0,0,1
3,16239,97781164,0,0,1
4,64819,88345733,0,0,6
5,42422,4171387,0,0,5
6,92721,20712634,0,0,4
7,48879,69329531,0,0,1
8,58636,21666525,0,0,4
9,47395,33886083,0,0,5
10,59304,94489445,0,0,5
11,66760,77540976,0,0,4
12,18491,29451281,0,0,5
13,57000,51417281,0,0,5
14,72231,47278806,0,0,6
15,89000,4573528,0,0,5
16,69250,79884129,0,0,5
17,62321,46018767,0,0,2
18,71110,60353569,0,0,3
19,92885,33235752,0,0,4
20,25568,33816950,0,0,6
21,37950,21404207,0,0,1
22,49733,94925126,0,0,6
23,51198,28998967,0,0,4
24,69888,42226989,0,0,4
25,10755,90148879,0,0,5
26,98496,38730987,0,0,5
27,55762,5363692,0,0,1
28,21884,25770440,0,0,6
29,87085,48363436,0,0,4
30,18523,65858980,0,0,1
31,18242,74059077,0,0,1
32,78169,45783143,492,125,1
33,81794,21970419,558,20,1
34,85711,85860377,199,410,3
35,57813,17596032,465,556,6
36,76316,67851776,128,414,2
37,76016,32782573,439,146,5
38,14372,84523925,611,762,5
39,88376,41150754,210,283,4
40,93987,80415874,507,397,5
41,94064,52966920,652,33,2
42,22830,22550238,370,226,1
43,89836,41840264,776,239,2
44,19360,64109089,123,156,6
45,41986,89964132,52,298,1
46,88616,87496760,332,737,4
47,87735,64017571,214,332,3
48,14200,5398977,0,0,5
49,91125,87415320,432,187,4
50,71807,88902794,304,645,4
51,51576,72236909,63,360,2
52,78188,8674379,532,335,2
53,37731,40785039,49,779,4
54,48187,40842097,160,396,3
55,52038,51571528,882,766,2
56,46235,89086622,672,189,4
57,30695,52410364,81,531,6
58,69604,25980246,564,111,5
59,17860,45057924,662,559,5
60,70182,42750194,613,122,1
61,19127,83375625,378,682,3
62,17475,52507675,510,838,6
63,81022,16702274,846,461,6
64,42000,28304244,667,32,5
65,70984,62852916,309,697,4
66,25188,16749421,243,683,1
67,96150,78364279,335,209,3
68,32674,95432615,124,881,4
69,14388,42646181,46,256,2
70,25610,17654422,417,391,3
71,92907,37689474,558,444,3
72,28448,95623970,461,72,3
73,24386,94310386,777,656,5
74,81220,42055017,75,27,3
75,68376,4399063,454,155,2
76,82320,85145903,615,596,4
77,39708,33381947,502,388,1
78,92866,46555078,164,971,3
79,28175,40901295,107,703,6
80,79439,97435776,558,894,6
81,24789,83749367,3,389,3
82,82127,31612300,296,388,3
83,15364,1092225,777,601,4
84,34319,71949495,982,979,3
85,30601,95022531,396,323,3
86,41572,22190404,204,294,5
87,51332,23893678,817,868,2
88,17955,13903661,322,919,6
89,73234,78849957,519,306,6
90,90508,23606239,802,6,3
91,88743,61864647,948,661,2
92,50706,10622818,872,565,3
93,29299,87914012,429,615,2
94,42337,49038852,8,257,3
95,30763,44117648,10,558,4
96,18505,5701827,996,509,5
97,83073,66002263,629,841,3
98,43421,78283021,670,702,6
99,73498,99844086,71,142,1
100,36663,93874233,4,551,2
101,58231,66061760,40,227,5
102,70985,95938473,840,296,4
103,57896,30795407,668,900,1
104,19922,78722609,806,190,5
105,79743,95759765,762,176,5
106,13879,85805576,681,498,2
107,16690,13248096,974,979,5
108,62238,51543349,80,98,5
109,55254,95979278,444,225,3
110,58202,71864366,632,514,2
111,14833,91215394,535,456,3
112,20118,71411793,401,115,3
113,53777,31080850,415,583,6
114,22747,46345324,804,664,5
115,51157,71777011,132,522,2
116,90564,65985959,948,252,2
117,40953,22324749,642,718,3
118,37066,70106155,181,6,3
119,65582,40937010,309,698,5
120,93710,37312344,505,746,5
121,49076,52490259,141,445,3
122,49595,34323800,736,308,2
123,64291,57650973,355,778,5
124,21102,16779586,809,864,5
125,83991,58319374,481,796,3
126,48604,52107470,861,741,4
127,86815,81562772,771,731,3
128,36294,95747674,990,107,4
129,35940,91224211,635,666,3
130,13095,61634711,774,501,2
131,28728,26735206,390,442,4
132,25599,30186603,270,748,4
133,24606,45405682,59,709,4
134,73768,62773680,984,948,3
135,38754,27765775,635,946,5
136,21419,7209828,355,823,4
137,44156,68055225,526,209,3
138,70254,44057538,540,545,1
139,28469,85029201,818,279,1
140,71370,82492016,351,699,3
141,96068,8569437,807,952,6
142,11428,13351227,332,200,1
143,79278,41940178,563,870,5
144,57904,90696025,257,731,2
145,85301,15037149,769,556,3
146,68526,21165201,38,212,1
147,76809,90198587,372,566,3
148,33480,19303650,91,889,1
149,44646,84344324,285,366,4
150,30801,75193613,570,661,5
151,37157,82736401,138,577,2
152,37875,13152598,206,989,1
153,32512,76603026,36,804,3
154,32128,6148082,407,815,2
155,65518,1532160,994,893,4
156,92364,17970806,837,996,1
157,79348,35480644,774,917,4
158,89707,60121385,388,824,1
159,21649,71713738,435,154,4
160,18253,79206870,588,158,2
161,50319,45803385,18,229,6
162,37445,86864728,265,295,1
163,78973,38672371,33,779,5
164,81741,3359881,255,309,1
165,68596,71061441,147,398,6
166,18471,98798324,795,501,2
167,12600,63101688,228,164,3
168,93369,69916729,563,798,1
169,38972,74608267,998,175,6
170,31990,37227295,782,546,5
171,18071,88464151,189,250,2
172,28117,42167729,502,597,1
173,93474,10836502,437,670,1
174,38591,47817033,548,125,3
175,48801,30758694,480,260,3
176,46137,24368800,833,663,6
177,62218,51400134,463,789,6
178,55122,69360551,131,844,5
179,71514,42631223,40,403,1
180,89510,87586296,335,27,2
181,77989,14628543,547,87,1
182,68579,63617419,700,554,4
183,72791,48005303,472,322,2
184,61499,85855190,740,999,5
185,15041,47664986,621,881,4
186,12608,52984439,950,998,1
187,57780,29959090,297,634,3
188,97174,95271591,829,869,1
189,66602,76887734,98,166,3
190,45798,62257883,413,568,6
191,93208,91812432,975,981,1
192,25081,39952384,659,193,1
193,98140,83915415,571,657,1
194,13291,9018254,459,261,5
195,23812,59522694,296,954,1
196,94038,90670009,736,916,6
197,73171,6962689,900,921,6
198,54684,91998905,788,366,3
199,50331,48127626,652,353,2
200,89419,6611257,841,149,2
201,44658,35286485,963,327,6
202,18754,58824917,544,322,6
203,74450,24737829,769,552,1
204,77685,7871479,734,647,4
205,75078,46671489,628,131,5
206,55369,78977614,236,982,6
207,25182,14047080,2,442,6
208,65348,95019487,519,791,1
209,73174,69170401,58,700,2
210,90137,17263965,599,618,2
211,50838,68507758,816,226,5
212,58593,42599075,355,665,2
213,67197,24958770,506,970,3
214,69985,5996323,141,340,2
215,38133,73461683,242,185,6
216,89199,72625786,789,151,5
217,38069,49585047,65,386,2
218,73854,8037980,40,693,1
219,31269,82469224,542,887,5
220,49388,36905750,328,592,4
221,88204,25996732,428,428,5
222,51644,38966834,676,466,6
223,37588,26539510,506,658,6
224,85490,39739129,148,976,6
225,26227,15337201,431,117,5
226,18478,12998429,191,82,1
227,75781,53385881,726,398,3
228,52474,60080188,718,53,3
229,96131,35991741,966,56,4
230,99730,33523021,525,374,4
231,43808,91393741,545,182,3
232,40056,73764013,717,378,2
233,42722,58562205,384,208,4
234,41968,78941648,49,153,1
235,37141,4771985,800,399,5
236,82943,1514379,528,395,2
237,92502,65200958,325,302,4
238,43687,91250008,477,880,5
239,63925,13334900,457,128,6
240,45614,56346779,251,656,2
241,63945,55466138,527,476,1
242,17539,92972859,798,30,6
243,70305,10268941,194,360,3
244,98948,65554461,462,813,2
245,16856,44221918,584,637,6
246,16914,23114533,435,404,2
247,87491,2491440,421,961,1
248,93682,39185457,850,556,1
249,29073,97832374,706,581,3
250,34829,5137965,19,301,2
251,97587,26884951,44,1000,6
252,17591,35619135,361,750,3
253,76363,95701315,412,131,5
254,65099,15377624,466,498,3
255,77505,51709650,690,862,6
256,99200,27423411,979,179,3
257,21799,38533652,188,615,1
258,33683,78816844,946,188,5
259,21803,1798440,866,776,3
260,82778,35881990,831,374,5
261,76687,72665086,256,40,3
262,14508,66206244,453,736,5
263,27958,86181331,567,165,3
264,39471,20284873,639,416,6
265,77106,34300490,899,708,1
266,47223,87303520,737,803,4
267,51374,78596720,496,909,6
268,48441,36999108,419,953,1
269,16381,31586889,637,467,5
270,92676,59601604,527,430,6
271,42569,21705652,207,982,3
272,91654,37999489,884,598,5
273,74347,45410925,303,64,4
274,71005,23490438,613,166,4
275,51842,18739436,841,290,4
276,34580,70834865,972,944,2
277,92147,62925981,370,864,2
278,89539,6893384,492,743,6
279,81790,25890034,103,984,3
280,87460,48083960,920,221,5
281,99049,30269362,238,441,6
282,99615,44584476,487,387,4
283,13936,93790263,368,177,4
284,53449,80989691,505,890,5
285,80975,69085760,393,66,4
286,67751,56782243,956,759,6
287,68327,11572400,498,804,5
288,41269,25482541,238,13,6
289,24115,80634535,766,196,3
290,40635,33777162,966,704,5
291,89889,49677947,849,937,3
292,18700,85818648,212,64,4
293,41677,22723545,116,571,2
294,98949,86073166,309,441,5
295,54778,62011982,799,730,1
296,85301,54967219,513,834,2
297,24357,30867227,686,460,1
298,87397,24732356,618,917,3
299,16168,32901838,141,858,3
300,12411,91277260,484,174,1
301,34149,21807904,769,179,1
302,69804,21381132,86,434,5
303,92092,34834436,886,296,4
304,89255,78675734,350,922,4
305,36625,26691848,568,343,5
306,54810,10182176,112,995,2
307,97535,91772304,106,671,6
308,84860,78481329,448,603,6
309,23917,57124630,162,887,4
310,95438,17424352,628,112,1
311,19590,8386573,261,503,1
312,50833,19587751,598,738,6
313,43540,77478307,856,142,5
314,31544,71764381,700,746,2
315,87191,59351292,510,400,6
316,80576,6081687,677,747,6
317,24950,80593177,663,867,3
318,78808,9390248,885,214,2
319,14592,79142087,347,672,3
320,27685,5296613,325,398,5
321,96634,8455119,931,267,1
322,28658,84816884,25,261,1
323,98570,53938143,991,128,6
324,90376,4093380,375,989,5
325,22121,42776985,449,497,2
326,59326,96167775,172,85,6
327,27176,94862186,116,405,6
328,16471,19479735,78,755,3
329,56354,24886483,408,368,1
330,31525,59932918,870,244,2
331,95516,14157036,235,284,5
332,24402,78846401,68,907,6
333,82601,88479797,232,599,5
334,86819,43058120,893,997,3
335,19474,83658248,455,58,1
336,59244,85053487,301,541,4
337,38392,48845527,759,871,6
338,82995,75467831,644,888,5
339,45765,59123734,998,346,3
340,15142,58031721,896,563,4
341,38239,98363236,96,664,1
342,98734,73414835,548,339,1
343,48413,39810459,838,386,1
344,58600,93773220,968,748,4
345,20592,58909275,253,115,6
346,85393,47879924,435,174,4
347,30266,49887664,558,114,2
348,95094,77015566,921,445,6
349,57822,93658615,678,815,4
350,19493,86550528,914,871,1
351,99262,54387790,505,991,4
352,54310,54175783,890,821,6
353,34238,51224363,817,970,2
354,65624,59878317,692,252,4
355,35673,77315956,527,598,1
356,43317,27179936,413,776,6
357,84583,36339576,136,357,4
358,82531,22897636,724,168,1
359,46811,4999174,160,106,2
360,24260,52334363,677,736,3
361,90742,55577109,276,379,6
362,59242,8916270,691,259,6
363,53839,75348956,995,217,1
364,12296,93340158,438,180,6
365,67471,60844793,860,352,2
366,36067,98143282,3,118,4
367,75208,47444030,111,147,6
368,74764,39377509,83,179,4
369,12998,40538681,969,880,5
370,39447,53670533,355,561,3
371,53069,12512984,33,877,6
372,92262,55077557,718,441,1
373,80391,63589511,66,770,5
374,97107,75571879,367,985,6
375,53120,76551412,491,526,3
376,66635,64328349,892,358,3
377,73706,48064325,100,131,4
378,10600,7314707,588,674,2
379,97979,83621758,446,899,3
380,97642,18552831,269,23,2
381,89322,80444250,695,799,1
