,ID,Amount,Principal overdue,Interest overdue,Loan_type
0,93665,64562459,992,235,2
1,66467,33474549,208,182,6
2,72865,60581492,970,108,3
3,85503,47670845,486,172,3
4,92800,21876551,774,533,1
5,80382,26166806,474,806,3
6,35952,44277241,422,447,2
7,95398,74483527,967,418,3
8,21456,78776859,957,968,5
9,24651,53404021,840,267,3
10,55310,16177616,401,965,2
11,15624,56566540,219,727,1
12,62069,79087573,899,298,5
13,10105,76694114,548,30,2
14,74431,7170909,890,225,4
15,39293,3206666,272,666,1
16,24280,58837153,550,406,4
17,76974,51354641,778,318,1
18,13649,56162341,341,595,6
19,75891,91304908,24,487,5
20,43981,95369983,918,851,2
21,54565,48113111,758,292,6
22,30902,30579905,14,550,1
23,41253,28493659,277,335,5
24,66508,65844812,900,636,3
25,23685,52486181,62,190,1
26,53974,27094200,712,250,1
27,56853,71200637,511,871,2
28,90205,45450780,593,971,5
29,85088,25323131,833,753,5
30,65080,31490639,541,827,2
31,86561,86195970,770,464,2
32,11563,40673675,176,155,1
33,78527,95490750,943,197,6
34,14296,1748730,155,107,1
35,16603,60523680,413,732,6
36,69841,34090885,503,491,3
37,56260,97862215,843,774,1
38,95137,16044323,457,232,6
39,54724,41461310,946,824,1
40,62355,57513374,517,492,5
41,12794,31106052,30,554,6
42,91904,59167961,56,214,1
43,73978,8400919,641,102,1
44,13029,91476074,67,586,6
45,13676,21228318,818,508,2
46,95505,2483241,78,625,1
47,50287,82025614,43,780,3
48,40799,7620548,814,908,5
49,51479,75145371,693,631,4
50,93576,49207140,856,599,3
51,10835,79757765,424,357,3
52,89013,8441876,575,914,1
53,45549,9442764,700,225,6
54,72617,19990607,408,524,6
55,83244,50997019,710,431,5
56,60595,62892059,410,72,5
57,83893,84701244,719,452,2
58,20820,8132678,233,431,2
59,54282,8785943,167,657,6
60,75240,40112959,274,355,4
61,17053,60355035,917,720,6
62,43239,77296929,952,475,4
63,46256,91127354,706,998,4
64,67905,95437099,734,249,4
65,69232,32041057,284,308,1
66,51271,5535445,340,810,6
67,72422,69826143,882,74,2
68,53947,34771871,359,799,2
69,31551,28317764,547,922,5
70,22439,47521180,853,121,3
71,40403,52906930,269,412,3
72,24898,3385547,666,217,1
73,46222,64410090,460,87,6
74,99265,54780727,250,108,4
75,20807,11268001,711,995,4
76,42785,60759950,690,460,5
77,37483,79985733,890,615,6
78,39251,46054226,923,708,5
79,99267,68896920,688,199,4
80,46291,68124496,61,186,5
81,70874,43044665,973,222,1
82,90606,60323755,892,947,3
83,52090,39956840,208,523,2
84,17716,88627137,970,649,6
85,27409,73615558,270,266,6
86,49050,99177954,406,7,5
87,36021,1217501,364,506,5
88,50684,71785915,224,465,1
89,25074,94241374,699,940,1
90,82207,70426052,478,210,4
91,54339,67962910,149,999,1
92,44137,89274804,89,947,5
93,37453,73576632,874,764,1
94,57249,85874081,547,969,4
95,93261,25386214,958,23,3
96,71718,31326129,222,157,3
97,46878,16978640,196,815,3
98,89888,29633658,870,830,1
99,15335,64107134,874,591,6
100,64956,51325620,630,751,5
101,49498,55947825,261,4,6
102,33746,55592692,967,215,5
103,36378,77604702,950,327,2
104,18510,18900246,903,598,1
105,42071,86017068,423,934,5
106,26294,15810545,878,269,1
107,39733,50453649,31,169,5
108,23280,49412205,309,509,4
109,59279,45353470,166,563,2
110,55783,39737516,609,454,4
111,86949,72549847,156,212,3
112,86067,62486134,236,138,2
113,90671,3639919,65,268,2
114,10716,55871668,504,526,5
115,69447,59220117,189,99,2
116,43461,54760764,453,224,4
117,23423,78362668,605,431,5
118,13166,65602874,546,971,5
119,17041,44997668,74,803,2
120,95468,20758991,702,808,3
121,40127,54379587,864,297,2
122,74539,87211547,925,719,6
123,32635,93865818,507,744,5
124,63911,89552036,931,781,1
125,33800,56043709,267,442,1
126,82786,29273938,207,629,5
127,96565,44818475,877,744,6
128,29262,35689054,233,663,1
129,11092,9265781,542,608,5
130,82265,32632978,46,488,4
131,10132,56124909,248,678,2
132,28808,10647403,76,305,1
133,90496,78081464,306,25,1
134,55666,14644728,65,150,2
135,96673,48777932,504,287,6
136,43245,80447640,531,553,6
137,10953,30752348,158,197,6
138,50139,29135337,317,567,3
139,88225,17596078,356,154,6
140,51369,9308854,500,110,2
141,13199,1516199,716,477,2
142,48423,73940364,868,196,3
143,80590,70117975,802,572,1
144,53280,61614547,628,324,3
145,47997,84761486,358,997,2
146,64688,7378791,853,247,4
147,22588,32229867,211,271,1
148,65164,64539462,659,264,5
149,65472,94623979,815,917,6
150,42256,34410902,170,751,1
151,89523,14113112,512,661,1
152,72573,31538151,997,238,3
153,38194,83752794,305,274,5
154,52970,93835366,200,739,2
155,32804,28689954,283,344,1
156,69420,33723126,944,42,4
157,88158,48025819,237,305,6
158,12831,19432377,749,705,3
159,66854,83962936,262,492,5
160,85015,35484510,956,18,2
161,73810,71734142,23,913,1
162,73279,51176712,32,535,5
163,81769,65097950,270,39,3
164,91793,40550904,798,833,4
165,80736,3074808,936,643,1
166,56895,42379965,429,208,4
167,16696,74554404,95,281,4
168,78150,51416181,517,322,3
169,30954,18219836,984,142,5
170,66155,71355029,224,925,2
171,53227,31750246,836,274,1
172,31689,18922266,813,535,1
173,67534,56067285,279,317,1
174,61558,31800557,946,150,1
175,25200,46897710,791,967,4
176,39861,56166578,964,397,3
177,16400,43141997,557,755,2
178,49469,52200533,962,982,6
179,84770,9828149,530,558,4
180,99529,5590036,441,425,1
181,88859,90375675,552,512,6
182,58686,77076279,136,671,6
183,21299,67663247,113,595,3
184,53084,44825750,596,287,4
185,38564,62328265,190,805,6
186,59183,77220254,994,156,5
187,23017,87068668,146,333,5
188,17981,43639469,451,5,4
189,62286,42561613,607,770,6
190,33083,3826653,713,620,2
191,28368,52286569,460,602,1
192,36672,25222992,54,767,1
193,15328,79867899,486,762,1
194,90298,90938444,459,585,6
195,29244,43073928,581,58,4
196,55068,5495451,851,864,3
197,35392,17472646,967,706,1
198,35749,36915923,681,448,1
199,40600,73626863,757,180,6
200,17030,74384969,260,146,2
201,65451,3282118,124,439,4
202,47535,77898539,792,845,2
203,48955,54778610,89,707,2
204,88081,80710110,103,202,1
205,71008,83274105,620,769,3
206,15932,51774627,740,54,5
207,26119,19805987,127,475,4
208,85402,56102362,458,456,3
209,33281,5539974,508,109,3
210,22797,60442544,820,494,2
211,56104,12726959,945,482,5
212,22854,35278097,372,988,4
213,95799,86597050,216,978,5
214,37124,2740041,921,271,5
215,84421,35750034,586,487,1
216,83187,76403321,712,378,1
217,84626,68070802,213,373,6
218,40641,43887303,205,272,5
219,77443,74320255,425,786,2
220,15514,97680017,877,610,1
221,42575,59421718,660,121,1
222,69686,33178699,139,630,2
223,42897,94493922,963,444,1
224,90616,68128739,194,719,3
